Algorithm,Total Cost (Fair),Total Cost (Unfair),PoF,Max G-PoF,Avg G-PoF,Max C-PoF,Avg C-PoF
boehm,965.3469857275486,537.3725773394108,1.7964202611660702,2.1538539697974177,1.5558016928300982,5.272636381355322,1.883857922171477
