Algorithm,Total Cost (Fair),Total Cost (Unfair),PoF,Max G-PoF,Avg G-PoF,Max C-PoF,Avg C-PoF
bera,550.6765123307705,549.4755705296993,1.0021856145486385,1.0066939341051107,1.0031573843965431,1.3061700370681402,1.0245783910182142
