Algorithm,Total Cost (Fair),Total Cost (Unfair),PoF,Max G-PoF,Avg G-PoF,Max C-PoF,Avg C-PoF
boehm,109.44438916444778,26.345664530992508,4.1541707568507,25.565853603067122,5.1313151243888875,5.967824292031496,3.1776476519034915
