Algorithm,Total Cost (Fair),Total Cost (Unfair),PoF,Max G-PoF,Avg G-PoF,Max C-PoF,Avg C-PoF
bercea,3200.493942052126,2913.1948181390762,1.0986199488356134,6.241927974797618,1.759685643445105,1.5375202566890847,1.1179412127456776
