Algorithm,Total Cost (Fair),Total Cost (Unfair),PoF,Max G-PoF,Avg G-PoF,Max C-PoF,Avg C-PoF,G-PoF_Adult_,Fair_Cost_Adult_,Unfair_Cost_Adult_,G-PoF_Senior_,Fair_Cost_Senior_,Unfair_Cost_Senior_,G-PoF_YoungAdult_,Fair_Cost_YoungAdult_,Unfair_Cost_YoungAdult_,G-PoF_Youth_,Fair_Cost_Youth_,Unfair_Cost_Youth_
bera,925.3592100143433,877.0073933601379,1.0551327355051725,1.1237580043971656,1.0655711355850457,1.1879483694984305,0.9983957467992588,1.0245101471163351,254.3390612602234,248.25431156158447,1.0382273653188265,400.2982859611511,385.5593671798706,1.1237580043971656,213.10704040527344,189.63783979415894,1.075789025507856,57.61482238769531,53.555874824523926
