Algorithm,Total Cost (Fair),Total Cost (Unfair),PoF,Max G-PoF,Avg G-PoF,Max C-PoF,Avg C-PoF
bercea,883.3583316802979,881.5145381689072,1.0020916200828867,1.0047126626803373,1.0027410014311229,1.0465688918823894,1.0079859465469103
